mesh 1,mesh 1,mesh 1,nuclide,score,mean,std. dev.
240,1,1,total,heating-local,195.15357841751717,9.20120742977692
240,1,1,total,absorption,8.951169851180661e-05,5.302101463884951e-06
241,1,1,total,flux,0.006336131072210434,0.00014391983359207192
241,1,1,total,"(n,Xt)",2.6062553817047146e-05,1.371159012764592e-06
241,1,1,total,heating-local,215.6507015416048,10.973174669554552
241,1,1,total,absorption,8.89085668701237e-05,5.3509143250806715e-06
242,1,1,total,flux,0.007005124274682946,0.00014852105426224054
242,1,1,total,"(n,Xt)",2.967348971518888e-05,1.5389439572438207e-06
242,1,1,total,heating-local,247.89628889352684,12.873963371786859
242,1,1,total,absorption,0.00010047914668199264,4.2794457222958505e-06
243,1,1,total,flux,0.007560519742454769,0.0001585324455208678
243,1,1,total,"(n,Xt)",3.2816902128721936e-05,2.4454411120269915e-06
243,1,1,total,heating-local,278.8688587491048,16.22973025569977
243,1,1,total,absorption,0.0001035125706025682,4.9819633202716696e-06
244,1,1,total,flux,0.008124971922836293,0.0002332927951369252
244,1,1,total,"(n,Xt)",3.2291499160858e-05,2.343256284839357e-06
244,1,1,total,heating-local,281.2439657228818,14.571589674034685
244,1,1,total,absorption,0.00011482303548987827,4.956611197335367e-06
245,1,1,total,flux,0.008495570528315658,0.00031043489556664965
245,1,1,total,"(n,Xt)",3.140601652746343e-05,2.10690525578477e-06
245,1,1,total,heating-local,282.64168309025183,14.875615268180143
245,1,1,total,absorption,0.00012621824405963984,4.927288446937308e-06
246,1,1,total,flux,0.009261601066157935,0.00035666119130528935
246,1,1,total,"(n,Xt)",3.312882671994097e-05,1.6255012690277382e-06
246,1,1,total,heating-local,306.3107640386421,15.082540607478329
246,1,1,total,absorption,0.00014373553309644002,7.396787488475936e-06
247,1,1,total,flux,0.0097072494534391,0.00028544323634457463
247,1,1,total,"(n,Xt)",3.500425125798513e-05,1.3571285530840068e-06
247,1,1,total,heating-local,318.49281705602016,12.874861713244384
247,1,1,total,absorption,0.00016581003261529774,1.2479321152349682e-05
248,1,1,total,flux,0.01019370516157166,0.00021620348548536712
248,1,1,total,"(n,Xt)",3.720307008057531e-05,1.4513394802546148e-06
248,1,1,total,heating-local,339.9321021208316,10.428402763680554
248,1,1,total,absorption,0.00016537870531948203,9.116840996060497e-06
249,1,1,total,flux,0.011029095682755225,0.00032433950191988845
249,1,1,total,"(n,Xt)",3.8575146173551456e-05,1.6249105843386946e-06
249,1,1,total,heating-local,364.32507878941095,13.910250527430975
249,1,1,total,absorption,0.00015842384777250962,9.524376325563657e-06
250,1,1,total,flux,0.011742798647359899,0.0003008979888338579
250,1,1,total,"(n,Xt)",4.4479579093974405e-05,1.9165096500340218e-06
250,1,1,total,heating-local,414.30035791123845,12.927992524868985
250,1,1,total,absorption,0.00016545330036152485,6.936679393876061e-06
251,1,1,total,flux,0.012283105044366267,0.00031766694311500393
251,1,1,total,"(n,Xt)",4.4029542501386995e-05,2.6028780110452833e-06
251,1,1,total,heating-local,423.5100654933038,18.534431402256846
251,1,1,total,absorption,0.00017823566678960682,1.1648517233306005e-05
252,1,1,total,flux,0.013149989846192364,0.00029915453314365654
252,1,1,total,"(n,Xt)",4.6498525084610775e-05,2.5267250987874947e-06
252,1,1,total,heating-local,448.9278420955692,17.794419341905307
252,1,1,total,absorption,0.00019892706531629708,1.0483266092510664e-05
253,1,1,total,flux,0.01434057235112956,0.00032466024321371257
253,1,1,total,"(n,Xt)",5.025534499119344e-05,2.5443045583665795e-06
253,1,1,total,heating-local,489.1098797011233,15.211716746748985
253,1,1,total,absorption,0.00021017773505793816,9.115706096105315e-06
254,1,1,total,flux,0.015253134233209297,0.0002744713220005876
254,1,1,total,"(n,Xt)",5.338391308748503e-05,1.7858905533160507e-06
254,1,1,total,heating-local,549.2075318571927,16.43273698601135
254,1,1,total,absorption,0.00022372986012904843,1.0335033813545636e-05
255,1,1,total,flux,0.015761202173703838,0.00036001472140161333
255,1,1,total,"(n,Xt)",5.323446118173547e-05,1.295853636330044e-06
255,1,1,total,heating-local,557.0006439973082,17.706017034169143
255,1,1,total,absorption,0.00024390483785067868,1.0152896169893503e-05
256,1,1,total,flux,0.01681184186008464,0.00024625484189553246
256,1,1,total,"(n,Xt)",5.8833926551404805e-05,1.294232621425603e-06
256,1,1,total,heating-local,616.4107632475163,16.40985596227544
256,1,1,total,absorption,0.00024362999559915483,6.268993633125487e-06
257,1,1,total,flux,0.017471670391427684,0.00044193728443862293
257,1,1,total,"(n,Xt)",6.287610446168365e-05,2.146374368812374e-06
257,1,1,total,heating-local,665.0936746702603,21.410733393660554
257,1,1,total,absorption,0.00025143325688616687,8.41636771293794e-06
258,1,1,total,flux,0.01843691712990473,0.0004765697538198423
258,1,1,total,"(n,Xt)",6.274571498941119e-05,2.0762490097373425e-06
258,1,1,total,heating-local,683.032363240831,14.910274053732033
258,1,1,total,absorption,0.00026926625051979403,8.504760866044833e-06
259,1,1,total,flux,0.01972432279885429,0.00025380561790433324
259,1,1,total,"(n,Xt)",6.699895350959456e-05,2.1542368009136963e-06
259,1,1,total,heating-local,733.1634317903452,16.651759593986803
259,1,1,total,absorption,0.00027991272526808116,8.439312423545746e-06
260,1,1,total,flux,0.020870400966206987,0.00033576426389898503
260,1,1,total,"(n,Xt)",7.063763794940864e-05,1.6123451170291185e-06
260,1,1,total,heating-local,773.7644303239821,16.5094995339698
260,1,1,total,absorption,0.0002936180340096596,1.2202071657703867e-05
261,1,1,total,flux,0.022162290644820108,0.0004317100148195114
261,1,1,total,"(n,Xt)",7.711509135800968e-05,3.1190909549447106e-06
261,1,1,total,heating-local,850.0168624304195,20.807778684797775
261,1,1,total,absorption,0.0003179507922614999,9.607887320231559e-06
262,1,1,total,flux,0.023822292857346834,0.0003924389326493538
262,1,1,total,"(n,Xt)",7.84593159405173e-05,2.023499667705454e-06
262,1,1,total,heating-local,900.5972924503612,23.876973850709962
262,1,1,total,absorption,0.0003295743962029869,1.1764724294248426e-05
263,1,1,total,flux,0.02490144761934526,0.0004420650062753522
263,1,1,total,"(n,Xt)",7.715206062107002e-05,2.053625311840815e-06
263,1,1,total,heating-local,944.6273977548595,14.666283078498171
263,1,1,total,absorption,0.00033325750122916077,1.033971528618024e-05
264,1,1,total,flux,0.026143572458293927,0.000574444012040077
264,1,1,total,"(n,Xt)",8.32746437951375e-05,3.2569846500184318e-06
264,1,1,total,heating-local,1014.3898368602097,25.19847728329273
264,1,1,total,absorption,0.0003576418338032832,1.4716078521763777e-05
265,1,1,total,flux,0.02710437707046408,0.0004090238891948346
265,1,1,total,"(n,Xt)",8.478939282029855e-05,2.0457798847594763e-06
265,1,1,total,heating-local,1051.44637420564,21.891097080527924
265,1,1,total,absorption,0.0003720973634733962,1.545063279963938e-05
266,1,1,total,flux,0.02855119492188244,0.0002924606494267786
266,1,1,total,"(n,Xt)",8.827067558657871e-05,2.1991941712337864e-06
266,1,1,total,heating-local,1125.07306053598,19.83918052333522
266,1,1,total,absorption,0.00039538665011666353,8.110562655705209e-06
267,1,1,total,flux,0.029734377458259947,0.00035810825658693073
267,1,1,total,"(n,Xt)",8.769598582341511e-05,1.9055971848996097e-06
267,1,1,total,heating-local,1168.4602111241754,18.419412126674892
267,1,1,total,absorption,0.00038375842802058793,1.5124108246027879e-05
268,1,1,total,flux,0.030853011201486497,0.00045947584665501366
268,1,1,total,"(n,Xt)",9.323801993635011e-05,1.877066631576888e-06
268,1,1,total,heating-local,1255.5019795700935,25.441351185620498
268,1,1,total,absorption,0.0003817695827944341,1.818890363390443e-05
269,1,1,total,flux,0.03152547314377317,0.00033414514021083464
269,1,1,total,"(n,Xt)",9.50169985347545e-05,1.411005569924896e-06
269,1,1,total,heating-local,1319.380387358786,23.09762837134842
269,1,1,total,absorption,0.0003705477964097164,1.393081821751783e-05
270,1,1,total,flux,0.03294765127091298,0.00029308677542526194
270,1,1,total,"(n,Xt)",9.774753294232888e-05,2.589756303428832e-06
270,1,1,total,heating-local,1418.7413699517729,23.477507028997895
270,1,1,total,absorption,0.00037002896536459474,9.023692934598191e-06
271,1,1,total,flux,0.034232509072674035,0.000365045059841659
271,1,1,total,"(n,Xt)",0.00010036076184363348,2.992716776716369e-06
271,1,1,total,heating-local,1514.742060662043,40.12247352066656
271,1,1,total,absorption,0.0003492336566894551,1.00071657252764e-05
272,1,1,total,flux,0.03478139824314225,0.0003317547244954006
272,1,1,total,"(n,Xt)",9.944507772924919e-05,2.133347832234932e-06
272,1,1,total,heating-local,1570.983302921577,28.520317520828087
272,1,1,total,absorption,0.0003110127169482939,9.808327001565011e-06
273,1,1,total,flux,0.035053510805707615,0.0003414171602672839
273,1,1,total,"(n,Xt)",9.860969434367631e-05,1.1811145219724974e-06
273,1,1,total,heating-local,1628.6367211359618,35.6431981116737
273,1,1,total,absorption,0.0002828174895596656,8.643107511115382e-06
274,1,1,total,flux,0.03477774607691496,0.0004292162402414614
274,1,1,total,"(n,Xt)",6.603298772523047e-05,1.2735405712894856e-06
274,1,1,total,heating-local,1987.103448193747,45.055803135977854
274,1,1,total,absorption,0.001964264808727164,3.919154344663146e-05
275,1,1,total,flux,0.03150697549869673,0.00030511228229639965
275,1,1,total,"(n,Xt)",1.6762642113542428e-08,4.052787435594351e-10
275,1,1,total,heating-local,2514.4957175327713,61.90756138613441
275,1,1,total,absorption,0.0023089622745169477,6.330097002772424e-05
276,1,1,total,flux,0.03157884774714091,0.0003558745772026463
276,1,1,total,"(n,Xt)",1.9139076400193343e-08,4.597324805704284e-10
276,1,1,total,heating-local,2682.3776012127682,65.4969862417271
276,1,1,total,absorption,0.002006341256641847,2.4087829798397714e-05
277,1,1,total,flux,0.033420217421384686,0.0004965280986940841
277,1,1,total,"(n,Xt)",3.415021176579778e-05,1.2425987785283605e-06
277,1,1,total,heating-local,2671.5205800512167,61.624286312408245
277,1,1,total,absorption,0.0017997727128818797,5.7838772146640244e-05
278,1,1,total,flux,0.033520099799701525,0.0004209321106251982
278,1,1,total,"(n,Xt)",9.920584488476931e-05,1.6995757969664947e-06
278,1,1,total,heating-local,2149.2139310200937,32.53151990672717
278,1,1,total,absorption,0.00016053253649572462,6.335094219867522e-06
279,1,1,total,flux,0.032668327720520626,0.0004519413301621405
279,1,1,total,"(n,Xt)",6.671775795372178e-05,1.0438975864285339e-06
279,1,1,total,heating-local,2546.551593004431,44.86263757647561
279,1,1,total,absorption,0.0010827310132258967,5.0923225091423656e-05
280,1,1,total,flux,0.028420120730577102,0.000398606166279262
280,1,1,total,"(n,Xt)",1.9677591695654188e-08,3.697024430193646e-10
280,1,1,total,heating-local,4088.427327797513,87.40651162179653
280,1,1,total,absorption,0.009856205621012455,0.00022668110281852462
281,1,1,total,flux,0.022815403518650502,0.0003865864416876718
281,1,1,total,"(n,Xt)",0.0,0.0
281,1,1,total,heating-local,0.0,0.0
281,1,1,total,absorption,0.01724738174129506,0.006188610552941266
282,1,1,total,flux,0.02245557606203632,0.00029572786739548066
282,1,1,total,"(n,Xt)",0.0,0.0
282,1,1,total,heating-local,0.0,0.0
282,1,1,total,absorption,0.015653898373386065,0.006162381846625017
283,1,1,total,flux,0.022475134127476697,0.00019543493111763856
283,1,1,total,"(n,Xt)",0.0,0.0
283,1,1,total,heating-local,0.0,0.0
283,1,1,total,absorption,0.016341567280078136,0.00611829316770121
284,1,1,total,flux,0.022303740690283257,0.00027039874400643104
284,1,1,total,"(n,Xt)",0.0,0.0
284,1,1,total,heating-local,0.0,0.0
284,1,1,total,absorption,0.014909657790816272,0.006385245274967364
285,1,1,total,flux,0.022245433957903484,0.00029919676852417307
285,1,1,total,"(n,Xt)",0.0,0.0
285,1,1,total,heating-local,0.0,0.0
285,1,1,total,absorption,0.016008614281221495,0.006786985647372383
286,1,1,total,flux,0.022238582203510986,0.00027536342679422733
286,1,1,total,"(n,Xt)",0.0,0.0
286,1,1,total,heating-local,0.0,0.0
286,1,1,total,absorption,0.01705583465110392,0.007069953541895535
287,1,1,total,flux,0.022492950728247255,0.0002804446780348004
287,1,1,total,"(n,Xt)",0.0,0.0
287,1,1,total,heating-local,0.0,0.0
287,1,1,total,absorption,0.01705407242419768,0.00701969992866662
288,1,1,total,flux,0.02244505374239977,0.00023073714611982662
288,1,1,total,"(n,Xt)",0.0,0.0
288,1,1,total,heating-local,0.0,0.0
288,1,1,total,absorption,0.017038495627552025,0.0066056365739448316
289,1,1,total,flux,0.022782069058063438,0.00024113979933558126
289,1,1,total,"(n,Xt)",0.0,0.0
289,1,1,total,heating-local,0.0,0.0
289,1,1,total,absorption,0.022623810784458614,0.007142658733889474
290,1,1,total,flux,0.022599678454268995,0.00015865887423703362
290,1,1,total,"(n,Xt)",0.0,0.0
290,1,1,total,heating-local,0.0,0.0
290,1,1,total,absorption,0.023742458655176324,0.007905716471400018
291,1,1,total,flux,0.022426936908648852,0.0002218550082569383
291,1,1,total,"(n,Xt)",0.0,0.0
291,1,1,total,heating-local,0.0,0.0
291,1,1,total,absorption,0.016259960680561715,0.006102905155622229
292,1,1,total,flux,0.02262404292231386,0.00027276800916643275
292,1,1,total,"(n,Xt)",0.0,0.0
292,1,1,total,heating-local,0.0,0.0
292,1,1,total,absorption,0.016092893960673243,0.00608853382946339
293,1,1,total,flux,0.022764495169150592,0.00017844391649578055
293,1,1,total,"(n,Xt)",0.0,0.0
293,1,1,total,heating-local,0.0,0.0
293,1,1,total,absorption,0.01658323588672473,0.005951302604670841
294,1,1,total,flux,0.022619253778210675,0.00017908291470140002
294,1,1,total,"(n,Xt)",0.0,0.0
294,1,1,total,heating-local,0.0,0.0
294,1,1,total,absorption,0.017111766145436746,0.0058400515872686345
295,1,1,total,flux,0.022810083959934474,0.00025906252963243476
295,1,1,total,"(n,Xt)",0.0,0.0
295,1,1,total,heating-local,0.0,0.0
295,1,1,total,absorption,0.016569049681817855,0.005769376815411663
296,1,1,total,flux,0.022811200373646368,0.0001999189756077178
296,1,1,total,"(n,Xt)",0.0,0.0
296,1,1,total,heating-local,0.0,0.0
296,1,1,total,absorption,0.014929126053788915,0.006128785098860646
297,1,1,total,flux,0.02279810155481875,0.00020637982504033807
297,1,1,total,"(n,Xt)",0.0,0.0
297,1,1,total,heating-local,0.0,0.0
297,1,1,total,absorption,0.014829425791381218,0.006351636870138753
298,1,1,total,flux,0.023085679420972303,0.00025145240599507414
298,1,1,total,"(n,Xt)",0.0,0.0
298,1,1,total,heating-local,0.0,0.0
298,1,1,total,absorption,0.015503738582995858,0.0060158561343401345
299,1,1,total,flux,0.023255675998212422,0.0003206628359887938
299,1,1,total,"(n,Xt)",0.0,0.0
299,1,1,total,heating-local,0.0,0.0
299,1,1,total,absorption,0.017094684599665445,0.0068352313185566236
300,1,1,total,flux,0.02329307123365778,0.0003505101090906988
300,1,1,total,"(n,Xt)",0.0,0.0
300,1,1,total,heating-local,0.0,0.0
300,1,1,total,absorption,0.01768789965523237,0.006773638490013233
301,1,1,total,flux,0.023265387914365162,0.00028281796518141205
301,1,1,total,"(n,Xt)",0.0,0.0
301,1,1,total,heating-local,0.0,0.0
301,1,1,total,absorption,0.018649393549139894,0.006405064510354705
302,1,1,total,flux,0.0232507045311025,0.00026612033270190135
302,1,1,total,"(n,Xt)",0.0,0.0
302,1,1,total,heating-local,0.0,0.0
302,1,1,total,absorption,0.02017396962525315,0.006319023553142802
303,1,1,total,flux,0.023380967802832497,0.00022811811505068304
303,1,1,total,"(n,Xt)",0.0,0.0
303,1,1,total,heating-local,0.0,0.0
303,1,1,total,absorption,0.02222421125403141,0.006694799427467176
304,1,1,total,flux,0.023645627498022962,0.00024004269532032022
304,1,1,total,"(n,Xt)",0.0,0.0
304,1,1,total,heating-local,0.0,0.0
304,1,1,total,absorption,0.023016169164893668,0.006804436689660209
305,1,1,total,flux,0.023838923812951558,0.0001925523814856756
305,1,1,total,"(n,Xt)",0.0,0.0
305,1,1,total,heating-local,0.0,0.0
305,1,1,total,absorption,0.023820156715459395,0.006604137223526006
306,1,1,total,flux,0.02421262197491398,0.00013659592324401148
306,1,1,total,"(n,Xt)",0.0,0.0
306,1,1,total,heating-local,0.0,0.0
306,1,1,total,absorption,0.026722660342697248,0.006375779280317315
307,1,1,total,flux,0.024387167063025454,0.0002541361516182818
307,1,1,total,"(n,Xt)",0.0,0.0
307,1,1,total,heating-local,0.0,0.0
307,1,1,total,absorption,0.024403541770292365,0.006346368440417966
308,1,1,total,flux,0.02465329127787002,0.00015980727879852171
308,1,1,total,"(n,Xt)",0.0,0.0
308,1,1,total,heating-local,0.0,0.0
308,1,1,total,absorption,0.02305781206214843,0.006210844976024595
309,1,1,total,flux,0.024650857801658422,0.00020900019839265822
309,1,1,total,"(n,Xt)",0.0,0.0
309,1,1,total,heating-local,0.0,0.0
309,1,1,total,absorption,0.018984387078819793,0.005990773911033955
310,1,1,total,flux,0.025041766783951334,0.00019706417678895977
310,1,1,total,"(n,Xt)",0.0,0.0
310,1,1,total,heating-local,0.0,0.0
310,1,1,total,absorption,0.01869873739449298,0.006060250428334988
311,1,1,total,flux,0.02517246549134436,0.000288733309849839
311,1,1,total,"(n,Xt)",0.0,0.0
311,1,1,total,heating-local,0.0,0.0
311,1,1,total,absorption,0.01898549772651853,0.006104489454928944
312,1,1,total,flux,0.025423954393106647,0.00025528005530247314
312,1,1,total,"(n,Xt)",0.0,0.0
312,1,1,total,heating-local,0.0,0.0
312,1,1,total,absorption,0.018743428205428302,0.006092771550212985
313,1,1,total,flux,0.02561299009399102,0.00025867592359174826
313,1,1,total,"(n,Xt)",0.0,0.0
313,1,1,total,heating-local,0.0,0.0
313,1,1,total,absorption,0.018543771442083412,0.006115752226607925
314,1,1,total,flux,0.02582814499890985,0.00022121891683076392
314,1,1,total,"(n,Xt)",0.0,0.0
314,1,1,total,heating-local,0.0,0.0
314,1,1,total,absorption,0.01354187316576562,0.003351741986814459
315,1,1,total,flux,0.02568814421817091,0.00020178543692262767
315,1,1,total,"(n,Xt)",0.0,0.0
315,1,1,total,heating-local,0.0,0.0
315,1,1,total,absorption,0.012726593507201386,0.003400312601184711
316,1,1,total,flux,0.02625302428593996,0.0001951548462435998
316,1,1,total,"(n,Xt)",0.0,0.0
316,1,1,total,heating-local,0.0,0.0
316,1,1,total,absorption,0.012611929850887913,0.0034360146475106374
317,1,1,total,flux,0.02625557159317133,0.00017649278188551048
317,1,1,total,"(n,Xt)",0.0,0.0
317,1,1,total,heating-local,0.0,0.0
317,1,1,total,absorption,0.011901349703385708,0.0024394225265380104
318,1,1,total,flux,0.02642422089604892,0.00021463725378531416
318,1,1,total,"(n,Xt)",0.0,0.0
318,1,1,total,heating-local,0.0,0.0
318,1,1,total,absorption,0.010123301645526632,0.0014324741270884023
319,1,1,total,flux,0.026727484718654056,0.0001751337371030428
319,1,1,total,"(n,Xt)",0.0,0.0
319,1,1,total,heating-local,0.0,0.0
319,1,1,total,absorption,0.0096977599169224,0.0013956820596744005
320,1,1,total,flux,0.026879247463193496,0.00027200972524436763
320,1,1,total,"(n,Xt)",0.0,0.0
320,1,1,total,heating-local,0.0,0.0
320,1,1,total,absorption,0.008589930667032853,0.0009262731995073671
321,1,1,total,flux,0.027006044552792024,0.000286659379385259
321,1,1,total,"(n,Xt)",0.0,0.0
321,1,1,total,heating-local,0.0,0.0
321,1,1,total,absorption,0.008679094594037899,0.0008056487067703345
322,1,1,total,flux,0.02701659725358157,0.000275864090249586
322,1,1,total,"(n,Xt)",0.0,0.0
322,1,1,total,heating-local,0.0,0.0
322,1,1,total,absorption,0.008579610115306549,0.0007453053954055085
323,1,1,total,flux,0.027159931445010894,0.00028198012288116426
323,1,1,total,"(n,Xt)",0.0,0.0
323,1,1,total,heating-local,0.0,0.0
323,1,1,total,absorption,0.008293622495605234,0.0007426735304149911
324,1,1,total,flux,0.027744987725723525,0.0002701609450884591
324,1,1,total,"(n,Xt)",0.0,0.0
324,1,1,total,heating-local,0.0,0.0
324,1,1,total,absorption,0.008138980407535345,0.0005191829115341325
325,1,1,total,flux,0.027980615135499542,0.00020650119444681975
325,1,1,total,"(n,Xt)",0.0,0.0
325,1,1,total,heating-local,0.0,0.0
325,1,1,total,absorption,0.008035244077053494,0.000539240785135282
326,1,1,total,flux,0.028252842501982955,0.0002539616595549055
326,1,1,total,"(n,Xt)",0.0,0.0
326,1,1,total,heating-local,0.0,0.0
326,1,1,total,absorption,0.007802497374225424,0.0006716723006087055
327,1,1,total,flux,0.028522043566203185,0.0002590593127712377
327,1,1,total,"(n,Xt)",0.0,0.0
327,1,1,total,heating-local,0.0,0.0
327,1,1,total,absorption,0.007804636719061678,0.0008500272810967127
328,1,1,total,flux,0.029074193228003274,0.0002906962711739764
328,1,1,total,"(n,Xt)",0.0,0.0
328,1,1,total,heating-local,0.0,0.0
328,1,1,total,absorption,0.008527328679257883,0.0008991216266719966
329,1,1,total,flux,0.029423503700085063,0.00024639192139870494
329,1,1,total,"(n,Xt)",0.0,0.0
329,1,1,total,heating-local,0.0,0.0
329,1,1,total,absorption,0.009939384779799734,0.0011889968553049658
330,1,1,total,flux,0.029902971385660327,0.0002729077275571073
330,1,1,total,"(n,Xt)",0.0,0.0
330,1,1,total,heating-local,0.0,0.0
330,1,1,total,absorption,0.009323333367903508,0.0011653720416224859
331,1,1,total,flux,0.030378271511716237,0.0003596193945489607
331,1,1,total,"(n,Xt)",0.0,0.0
331,1,1,total,heating-local,0.0,0.0
331,1,1,total,absorption,0.008917817895976057,0.0010630032629532792
332,1,1,total,flux,0.03075519550528145,0.0002689914012984997
332,1,1,total,"(n,Xt)",0.0,0.0
332,1,1,total,heating-local,0.0,0.0
332,1,1,total,absorption,0.00944272751876225,0.0011255714682727029
333,1,1,total,flux,0.03129487280486716,0.00034501417910280294
333,1,1,total,"(n,Xt)",0.0,0.0
333,1,1,total,heating-local,0.0,0.0
333,1,1,total,absorption,0.0091605340891218,0.0009434449170589503
334,1,1,total,flux,0.0315746258950791,0.00031228076267479844
334,1,1,total,"(n,Xt)",0.0,0.0
334,1,1,total,heating-local,0.0,0.0
334,1,1,total,absorption,0.011525368509721655,0.002498258232252903
335,1,1,total,flux,0.03193916642937821,0.00023913512607091274
335,1,1,total,"(n,Xt)",0.0,0.0
335,1,1,total,heating-local,0.0,0.0
335,1,1,total,absorption,0.012931044019688007,0.004265341212843636
336,1,1,total,flux,0.03258930198439533,0.00034351852585630025
336,1,1,total,"(n,Xt)",0.0,0.0
336,1,1,total,heating-local,0.0,0.0
336,1,1,total,absorption,0.012525134698222412,0.004112325239704488
337,1,1,total,flux,0.03266013327248788,0.00023756019816201595
337,1,1,total,"(n,Xt)",0.0,0.0
337,1,1,total,heating-local,0.0,0.0
337,1,1,total,absorption,0.013126375311312685,0.004128225051176682
338,1,1,total,flux,0.03330318324662497,0.0002440306137581918
338,1,1,total,"(n,Xt)",0.0,0.0
338,1,1,total,heating-local,0.0,0.0
338,1,1,total,absorption,0.012616247964402338,0.004095524862460493
339,1,1,total,flux,0.03383579032980513,0.0003028640093967063
339,1,1,total,"(n,Xt)",0.0,0.0
339,1,1,total,heating-local,0.0,0.0
339,1,1,total,absorption,0.012697456764040901,0.004130333767431159
340,1,1,total,flux,0.03459836722478228,0.0002687079509648231
340,1,1,total,"(n,Xt)",0.0,0.0
340,1,1,total,heating-local,0.0,0.0
340,1,1,total,absorption,0.012545434781317952,0.004301320477983404
341,1,1,total,flux,0.03500154645504522,0.0002662338100055039
341,1,1,total,"(n,Xt)",0.0,0.0
341,1,1,total,heating-local,0.0,0.0
341,1,1,total,absorption,0.01198821318523877,0.0043221324222914945
342,1,1,total,flux,0.035461625287768535,0.00030098142163704014
342,1,1,total,"(n,Xt)",0.0,0.0
342,1,1,total,heating-local,0.0,0.0
342,1,1,total,absorption,0.013140096846441806,0.004384222330633249
343,1,1,total,flux,0.036396784821699044,0.00026823364211658185
343,1,1,total,"(n,Xt)",0.0,0.0
343,1,1,total,heating-local,0.0,0.0
343,1,1,total,absorption,0.015301435968835047,0.005129278490013409
344,1,1,total,flux,0.036693535581449006,0.000311366310942592
344,1,1,total,"(n,Xt)",0.0,0.0
344,1,1,total,heating-local,0.0,0.0
344,1,1,total,absorption,0.024115921308188966,0.01121813223795662
345,1,1,total,flux,0.03755594933435035,0.0003133388564378418
345,1,1,total,"(n,Xt)",0.0,0.0
345,1,1,total,heating-local,0.0,0.0
345,1,1,total,absorption,0.02469088453887159,0.011037237337608115
346,1,1,total,flux,0.038065210109239085,0.00030468719814427886
346,1,1,total,"(n,Xt)",0.0,0.0
346,1,1,total,heating-local,0.0,0.0
346,1,1,total,absorption,0.024293434412361127,0.010987897845247323
347,1,1,total,flux,0.03876892577797279,0.00028512912555986466
347,1,1,total,"(n,Xt)",0.0,0.0
347,1,1,total,heating-local,0.0,0.0
347,1,1,total,absorption,0.024665572719838033,0.010782690339669826
348,1,1,total,flux,0.03956520735009947,0.00019587500471674428
348,1,1,total,"(n,Xt)",0.0,0.0
348,1,1,total,heating-local,0.0,0.0
348,1,1,total,absorption,0.025442801498622165,0.010470826682101751
349,1,1,total,flux,0.04058811823399801,0.0003177228390948387
349,1,1,total,"(n,Xt)",0.0,0.0
349,1,1,total,heating-local,0.0,0.0
349,1,1,total,absorption,0.02419400994158925,0.008827872067180702
350,1,1,total,flux,0.041360396765479195,0.00020873674468089345
350,1,1,total,"(n,Xt)",0.0,0.0
350,1,1,total,heating-local,0.0,0.0
350,1,1,total,absorption,0.014753951007656979,0.004324158903961518
351,1,1,total,flux,0.042037567733856515,0.00020649870540980313
351,1,1,total,"(n,Xt)",0.0,0.0
351,1,1,total,heating-local,0.0,0.0
351,1,1,total,absorption,0.014900257389815727,0.004256161814062899
352,1,1,total,flux,0.04279876957726751,0.00019412008844073257
352,1,1,total,"(n,Xt)",0.0,0.0
352,1,1,total,heating-local,0.0,0.0
352,1,1,total,absorption,0.014363271669269415,0.004292602293318157
353,1,1,total,flux,0.04390408419873361,0.00023272817955863082
353,1,1,total,"(n,Xt)",0.0,0.0
353,1,1,total,heating-local,0.0,0.0
353,1,1,total,absorption,0.014516220544682167,0.0041130938063474965
354,1,1,total,flux,0.04463216140011158,0.00019610896839857987
354,1,1,total,"(n,Xt)",0.0,0.0
354,1,1,total,heating-local,0.0,0.0
354,1,1,total,absorption,0.014279057663190048,0.004091343118244768
355,1,1,total,flux,0.04605670579562649,0.00016874254928834212
355,1,1,total,"(n,Xt)",0.0,0.0
355,1,1,total,heating-local,0.0,0.0
355,1,1,total,absorption,0.012359548357938802,0.0037733002479727125
356,1,1,total,flux,0.0468486906995799,0.00026023592567390156
356,1,1,total,"(n,Xt)",0.0,0.0
356,1,1,total,heating-local,0.0,0.0
356,1,1,total,absorption,0.008921939910670253,0.001241348223390921
357,1,1,total,flux,0.04781322215448837,0.0002220912026021646
357,1,1,total,"(n,Xt)",0.0,0.0
357,1,1,total,heating-local,0.0,0.0
357,1,1,total,absorption,0.008790067991449185,0.0012864690460303474
358,1,1,total,flux,0.04876070155887274,0.00021850393405392288
358,1,1,total,"(n,Xt)",0.0,0.0
358,1,1,total,heating-local,0.0,0.0
358,1,1,total,absorption,0.009094306290000131,0.0011401043338563747
359,1,1,total,flux,0.0497313103528241,0.00024462483158702833
359,1,1,total,"(n,Xt)",0.0,0.0
359,1,1,total,heating-local,0.0,0.0
359,1,1,total,absorption,0.008657841909970586,0.0010791548068785598
360,1,1,total,flux,0.05108629214943494,0.00021457422757846425
360,1,1,total,"(n,Xt)",0.0,0.0
360,1,1,total,heating-local,0.0,0.0
360,1,1,total,absorption,0.011124737397504685,0.001949805110820382
361,1,1,total,flux,0.05215040898391508,0.0002143305993918794
361,1,1,total,"(n,Xt)",0.0,0.0
361,1,1,total,heating-local,0.0,0.0
361,1,1,total,absorption,0.009330576166751805,0.001281656603893851
