mesh 1,mesh 1,mesh 1,nuclide,score,mean,std. dev.
493,1,1,total,flux,0.04204404860184436,0.00022539912183329398
493,1,1,total,"(n,Xt)",0.0,0.0
493,1,1,total,heating-local,0.0,0.0
493,1,1,total,absorption,0.018561770289237296,0.005642615398297685
494,1,1,total,flux,0.04198511329298331,0.0002706253249855432
494,1,1,total,"(n,Xt)",0.0,0.0
494,1,1,total,heating-local,0.0,0.0
494,1,1,total,absorption,0.022134116093688844,0.007037256814047287
495,1,1,total,flux,0.04200733189276707,0.0004815751452193566
495,1,1,total,"(n,Xt)",0.0,0.0
495,1,1,total,heating-local,0.0,0.0
495,1,1,total,absorption,0.02217719855286013,0.007119784660715049
496,1,1,total,flux,0.042086500785107485,0.0004420687350626505
496,1,1,total,"(n,Xt)",0.0,0.0
496,1,1,total,heating-local,0.0,0.0
496,1,1,total,absorption,0.020780203505152202,0.006793584783062201
497,1,1,total,flux,0.04234181128707935,0.00033468145506287934
497,1,1,total,"(n,Xt)",0.0,0.0
497,1,1,total,heating-local,0.0,0.0
497,1,1,total,absorption,0.020690163322474624,0.006859341469906259
498,1,1,total,flux,0.04266738087091608,0.00046725522650783703
498,1,1,total,"(n,Xt)",0.0,0.0
498,1,1,total,heating-local,0.0,0.0
498,1,1,total,absorption,0.021785453358126407,0.0069855449362223685
499,1,1,total,flux,0.042876511809608574,0.0005785897519743494
499,1,1,total,"(n,Xt)",0.0,0.0
499,1,1,total,heating-local,0.0,0.0
499,1,1,total,absorption,0.02230799060602672,0.007016421854487564
500,1,1,total,flux,0.042517462565506994,0.000424998849435585
500,1,1,total,"(n,Xt)",0.0,0.0
500,1,1,total,heating-local,0.0,0.0
500,1,1,total,absorption,0.021452462679531367,0.0070103258374027266
501,1,1,total,flux,0.04217278051820779,0.00043634044780170594
501,1,1,total,"(n,Xt)",0.0,0.0
501,1,1,total,heating-local,0.0,0.0
501,1,1,total,absorption,0.02145557669412699,0.006704199773249923
502,1,1,total,flux,0.04166530652202775,0.000536302891233009
502,1,1,total,"(n,Xt)",0.0,0.0
502,1,1,total,heating-local,0.0,0.0
502,1,1,total,absorption,0.023241171533448228,0.007041057706382525
503,1,1,total,flux,0.04168344811614163,0.000470134156119553
503,1,1,total,"(n,Xt)",0.0,0.0
503,1,1,total,heating-local,0.0,0.0
503,1,1,total,absorption,0.03128045782981427,0.008615955691856437
504,1,1,total,flux,0.04194625154216459,0.0005535695254405873
504,1,1,total,"(n,Xt)",0.0,0.0
504,1,1,total,heating-local,0.0,0.0
504,1,1,total,absorption,0.055781934182889605,0.020316407668423637
505,1,1,total,flux,0.04241379423065089,0.0005371224010713287
505,1,1,total,"(n,Xt)",0.0,0.0
505,1,1,total,heating-local,0.0,0.0
505,1,1,total,absorption,0.07394272472391518,0.03625413362040227
506,1,1,total,flux,0.041913223205559014,0.0004528673432976237
506,1,1,total,"(n,Xt)",0.0,0.0
506,1,1,total,heating-local,0.0,0.0
506,1,1,total,absorption,0.040806784315836425,0.012176425722414619
507,1,1,total,flux,0.04187751753567373,0.0005240830194669605
507,1,1,total,"(n,Xt)",0.0,0.0
507,1,1,total,heating-local,0.0,0.0
507,1,1,total,absorption,0.03838292808883227,0.012723703817447888
508,1,1,total,flux,0.0419997591904652,0.0004868106941946518
508,1,1,total,"(n,Xt)",0.0,0.0
508,1,1,total,heating-local,0.0,0.0
508,1,1,total,absorption,0.03875840558503249,0.012944542228513338
509,1,1,total,flux,0.042483085336801486,0.00048781599403564823
509,1,1,total,"(n,Xt)",0.0,0.0
509,1,1,total,heating-local,0.0,0.0
509,1,1,total,absorption,0.038797952301001554,0.012962568564075069
510,1,1,total,flux,0.04278300565102092,0.0005141523523801124
510,1,1,total,"(n,Xt)",0.0,0.0
510,1,1,total,heating-local,0.0,0.0
510,1,1,total,absorption,0.03954357291499094,0.012559687109419588
511,1,1,total,flux,0.042844043131536814,0.0004631797665931884
511,1,1,total,"(n,Xt)",0.0,0.0
511,1,1,total,heating-local,0.0,0.0
511,1,1,total,absorption,0.036513097387833884,0.012684110050475607
512,1,1,total,flux,0.04285856102835167,0.0004465360744284632
512,1,1,total,"(n,Xt)",0.0,0.0
512,1,1,total,heating-local,0.0,0.0
512,1,1,total,absorption,0.028900427746514433,0.007555441091942249
513,1,1,total,flux,0.04257154628605268,0.00036614507861144294
513,1,1,total,"(n,Xt)",0.0,0.0
513,1,1,total,heating-local,0.0,0.0
513,1,1,total,absorption,0.02425296196198796,0.007279533614605071
514,1,1,total,flux,0.04279204094174684,0.0004171302020192741
514,1,1,total,"(n,Xt)",0.0,0.0
514,1,1,total,heating-local,0.0,0.0
514,1,1,total,absorption,0.023635007376597593,0.00752084142838191
515,1,1,total,flux,0.043021724368006935,0.0004619401078242643
515,1,1,total,"(n,Xt)",0.0,0.0
515,1,1,total,heating-local,0.0,0.0
515,1,1,total,absorption,0.02266894598612939,0.0075179400220181155
516,1,1,total,flux,0.04306035091119337,0.00034508852882319185
516,1,1,total,"(n,Xt)",0.0,0.0
516,1,1,total,heating-local,0.0,0.0
516,1,1,total,absorption,0.023039832921855137,0.00789772647725513
517,1,1,total,flux,0.0435362761452277,0.0003338997846875521
517,1,1,total,"(n,Xt)",1.714041026068466e-11,5.095475549490409e-13
517,1,1,total,heating-local,171.78700433576253,8.017713472135148
517,1,1,total,absorption,0.022468747814962272,0.007575804115091358
518,1,1,total,flux,0.0462171090794764,0.00046771313355567756
518,1,1,total,"(n,Xt)",9.942476342131616e-09,2.035869832212307e-10
518,1,1,total,heating-local,2502.3725518070532,61.73533399029733
518,1,1,total,absorption,0.0236945030243903,0.00721301246815225
519,1,1,total,flux,0.051484736925419175,0.0006746694687711276
519,1,1,total,"(n,Xt)",3.201085770153046e-05,9.514467573309534e-07
519,1,1,total,heating-local,4616.539591688098,60.096666958348315
519,1,1,total,absorption,0.014466990027918517,0.0026506447966195934
520,1,1,total,flux,0.057190622909727075,0.0009191871939427311
520,1,1,total,"(n,Xt)",0.00010255157249344134,2.81767413867294e-06
520,1,1,total,heating-local,4899.476424089833,64.19024026457649
520,1,1,total,absorption,0.003997070610061906,0.0001525175548533622
521,1,1,total,flux,0.05943545765378996,0.0010632159971070186
521,1,1,total,"(n,Xt)",0.0001397572234915508,1.9342927492195163e-06
521,1,1,total,heating-local,4233.223394930004,60.663382534367685
521,1,1,total,absorption,0.0012695974589619341,3.213738239100152e-05
522,1,1,total,flux,0.05881590029166208,0.0011128854665986032
522,1,1,total,"(n,Xt)",7.788963951800128e-05,2.0674075298725307e-06
522,1,1,total,heating-local,4624.479060434455,78.31845744982903
522,1,1,total,absorption,0.0026308265572894296,8.699663238133682e-05
523,1,1,total,flux,0.057025848387691216,0.0008843840780107597
523,1,1,total,"(n,Xt)",1.1719059485634637e-05,5.684829478777601e-07
523,1,1,total,heating-local,4836.795649578359,75.99844244511111
523,1,1,total,absorption,0.003937274397445368,6.362059493604779e-05
524,1,1,total,flux,0.05765125511893433,0.001016419323713012
524,1,1,total,"(n,Xt)",2.3893582448051347e-05,8.110342450368273e-07
524,1,1,total,heating-local,4465.714963280608,90.57079686251345
524,1,1,total,absorption,0.004335474714205442,0.0001397854199832179
525,1,1,total,flux,0.060356762330241606,0.0008530093244909592
525,1,1,total,"(n,Xt)",9.843241965766746e-05,1.910431332752337e-06
525,1,1,total,heating-local,3723.396959535296,72.99576537950588
525,1,1,total,absorption,0.0030991344663517965,7.432640601982919e-05
526,1,1,total,flux,0.06311393069569021,0.0008106190260085023
526,1,1,total,"(n,Xt)",0.0001697182423648897,3.263003794291907e-06
526,1,1,total,heating-local,3114.6425641182896,68.96072413406128
526,1,1,total,absorption,0.001324121077557529,2.6110537239298156e-05
527,1,1,total,flux,0.0630874763037205,0.0007657877411768277
527,1,1,total,"(n,Xt)",0.00017802852896247137,3.066174733728632e-06
527,1,1,total,heating-local,2872.107934199149,53.50903418929582
527,1,1,total,absorption,0.0005857489529676371,1.3049272216651335e-05
528,1,1,total,flux,0.06183920525897328,0.0006773975292714523
528,1,1,total,"(n,Xt)",0.00017589729707436283,4.214318701705083e-06
528,1,1,total,heating-local,2743.786079927714,53.73632224020479
528,1,1,total,absorption,0.0006287450774974233,1.6182906805672058e-05
529,1,1,total,flux,0.06026460910069596,0.000773874114068161
529,1,1,total,"(n,Xt)",0.0001711979950729193,4.665751689765034e-06
529,1,1,total,heating-local,2592.613880075622,48.44329754858639
529,1,1,total,absorption,0.0006567818161041833,1.97258823909989e-05
530,1,1,total,flux,0.058205777999668674,0.0007052743056002773
530,1,1,total,"(n,Xt)",0.00017003449501315775,3.106921496886441e-06
530,1,1,total,heating-local,2495.669934047921,49.0201766297114
530,1,1,total,absorption,0.0006589044530766503,1.3341802485198052e-05
531,1,1,total,flux,0.05734406430301632,0.000760374400224095
531,1,1,total,"(n,Xt)",0.0001701119857250125,4.555914164557891e-06
531,1,1,total,heating-local,2401.410904834115,52.392666165848794
531,1,1,total,absorption,0.000668516948264773,1.6826753870441104e-05
532,1,1,total,flux,0.05556859795813183,0.0006561274439255317
532,1,1,total,"(n,Xt)",0.0001641081984139502,5.289821619550617e-06
532,1,1,total,heating-local,2263.967167576283,51.650887208740116
532,1,1,total,absorption,0.0006606135003960937,1.4546588135410544e-05
533,1,1,total,flux,0.05328857773593219,0.0006915598896586442
533,1,1,total,"(n,Xt)",0.0001603506667097509,4.500828587308654e-06
533,1,1,total,heating-local,2134.739797581886,43.534322640907455
533,1,1,total,absorption,0.0006480631711107958,1.4085017105112059e-05
534,1,1,total,flux,0.051249291476815485,0.0006057153518486659
534,1,1,total,"(n,Xt)",0.00015515666273895108,3.794803773179585e-06
534,1,1,total,heating-local,2021.377435951855,48.03209988546316
534,1,1,total,absorption,0.0006570636615086932,1.7540892387523294e-05
535,1,1,total,flux,0.04937825923705011,0.0006067246710271866
535,1,1,total,"(n,Xt)",0.00014866996976999286,3.3460545081119563e-06
535,1,1,total,heating-local,1931.6737673275736,51.12727815585502
535,1,1,total,absorption,0.0006619285695061583,1.7759633214957076e-05
536,1,1,total,flux,0.04772536176452945,0.0007551229198022645
536,1,1,total,"(n,Xt)",0.00014926364832644929,4.406656997234919e-06
536,1,1,total,heating-local,1867.4135354492876,53.263626794700905
536,1,1,total,absorption,0.0006519050792544968,1.5553545612354523e-05
537,1,1,total,flux,0.04601613564422853,0.0008852554055702819
537,1,1,total,"(n,Xt)",0.0001448744718465175,3.931485894274411e-06
537,1,1,total,heating-local,1767.510161162612,54.35601677529087
537,1,1,total,absorption,0.0006321481064910404,1.6447628033232902e-05
538,1,1,total,flux,0.04316208481726115,0.0006557151865837079
538,1,1,total,"(n,Xt)",0.00013760345298553006,3.660180970156297e-06
538,1,1,total,heating-local,1662.9113864043654,39.407580525146386
538,1,1,total,absorption,0.0006010962049831717,1.1628757911649147e-05
539,1,1,total,flux,0.0407597754681978,0.0005442698807609417
539,1,1,total,"(n,Xt)",0.00012879192578139082,3.6198518378754098e-06
539,1,1,total,heating-local,1533.0141759574842,44.76221770686621
539,1,1,total,absorption,0.0005641906777491045,1.319385882294993e-05
540,1,1,total,flux,0.03862515617709132,0.000580387035141512
540,1,1,total,"(n,Xt)",0.00012809353275547664,3.955654415217254e-06
540,1,1,total,heating-local,1446.8136814024956,35.34417422284427
540,1,1,total,absorption,0.0005449891605080868,1.4300133754937953e-05
541,1,1,total,flux,0.036993768095376064,0.0007750888835160978
541,1,1,total,"(n,Xt)",0.00012418595755678142,3.438507468206088e-06
541,1,1,total,heating-local,1357.2786813054702,34.667403001644146
541,1,1,total,absorption,0.0005387027334237281,1.1955700358978004e-05
542,1,1,total,flux,0.03517776301510887,0.000685969921735234
542,1,1,total,"(n,Xt)",0.00012028664818238524,4.909013273765896e-06
542,1,1,total,heating-local,1290.5229800626407,41.30802127478308
542,1,1,total,absorption,0.0005101458009849407,1.2146847717292437e-05
543,1,1,total,flux,0.03308046034346799,0.0007262246825570146
543,1,1,total,"(n,Xt)",0.0001162045761346621,4.437608970385197e-06
543,1,1,total,heating-local,1229.5641274594946,36.790508337475686
543,1,1,total,absorption,0.000485849868136421,1.712495497072552e-05
544,1,1,total,flux,0.0317493177480433,0.0007678137711726688
544,1,1,total,"(n,Xt)",0.00011452338001720393,3.2339630266390256e-06
544,1,1,total,heating-local,1166.0999452727908,37.34960010990605
544,1,1,total,absorption,0.00046577434667588187,1.7886037663234586e-05
545,1,1,total,flux,0.029813929304279917,0.000608305394125304
545,1,1,total,"(n,Xt)",0.00010800906391522382,2.589379373364697e-06
545,1,1,total,heating-local,1092.5903599878347,28.05359316562562
545,1,1,total,absorption,0.00044315998321379666,1.535848779960035e-05
546,1,1,total,flux,0.027803936038334736,0.0005814070091104984
546,1,1,total,"(n,Xt)",9.793468766087819e-05,2.934144830641999e-06
546,1,1,total,heating-local,1001.6077943601074,30.740897092268412
546,1,1,total,absorption,0.0004161027610730993,1.5176574494814986e-05
547,1,1,total,flux,0.02638238857487297,0.0005146394471918931
547,1,1,total,"(n,Xt)",9.558393934710338e-05,3.1877423672586953e-06
547,1,1,total,heating-local,942.9333543222967,25.432553404947054
547,1,1,total,absorption,0.0003912718007166805,6.4137294664648e-06
548,1,1,total,flux,0.024971188489196723,0.0005358842313251523
548,1,1,total,"(n,Xt)",9.271218229422872e-05,4.464700353004992e-06
548,1,1,total,heating-local,881.3460601918712,33.03091159404534
548,1,1,total,absorption,0.0003714533586829387,9.783437456755376e-06
549,1,1,total,flux,0.023321800124255627,0.0005598941001272535
549,1,1,total,"(n,Xt)",8.705622048213864e-05,4.375272225588615e-06
549,1,1,total,heating-local,831.4548862840359,30.240613228061356
549,1,1,total,absorption,0.00035182997437803047,1.7857519331132015e-05
550,1,1,total,flux,0.022020903402532408,0.0004646991382959713
550,1,1,total,"(n,Xt)",8.031751691286974e-05,4.220599746105627e-06
550,1,1,total,heating-local,743.7260697819577,33.137045243312535
550,1,1,total,absorption,0.0003161591907493848,1.1595813254947089e-05
551,1,1,total,flux,0.020472180391410057,0.00046753419294724415
551,1,1,total,"(n,Xt)",8.025721600476746e-05,4.079660686246094e-06
551,1,1,total,heating-local,712.8065085612317,28.838229270365943
551,1,1,total,absorption,0.0003199543758621554,6.9962024174477406e-06
552,1,1,total,flux,0.019158345650074366,0.0004370424448049627
552,1,1,total,"(n,Xt)",7.351888906940564e-05,3.229430444490237e-06
552,1,1,total,heating-local,647.9247226603557,23.259012167004585
552,1,1,total,absorption,0.00029640792164371685,1.2681089320618374e-05
553,1,1,total,flux,0.017894280132241105,0.00036840181184222325
553,1,1,total,"(n,Xt)",7.016744370556721e-05,3.6610938111559266e-06
553,1,1,total,heating-local,612.2335092316081,27.090838639429144
553,1,1,total,absorption,0.00027248301382873624,1.006620452564097e-05
554,1,1,total,flux,0.017013299008104058,0.00027908438929514064
554,1,1,total,"(n,Xt)",6.4811689686184e-05,2.8251959829893752e-06
554,1,1,total,heating-local,562.261769427522,25.11241894069156
554,1,1,total,absorption,0.000261324189546636,7.142047994498207e-06
555,1,1,total,flux,0.015952425391520114,0.00034723720929624176
555,1,1,total,"(n,Xt)",6.130513883977455e-05,2.3786377039636982e-06
555,1,1,total,heating-local,524.286328202343,22.51195518898184
555,1,1,total,absorption,0.00023330143774930945,8.078570054178784e-06
556,1,1,total,flux,0.015113428908299647,0.0002879922229796254
556,1,1,total,"(n,Xt)",5.924172341186675e-05,2.3792802929691614e-06
556,1,1,total,heating-local,492.18874481346694,14.978153244513384
556,1,1,total,absorption,0.0002169010276984159,7.57624929403588e-06
557,1,1,total,flux,0.013705799779223284,0.00036061045596584286
557,1,1,total,"(n,Xt)",5.5532349391866374e-05,2.7404673941632367e-06
557,1,1,total,heating-local,457.85647046926425,19.275643612328103
557,1,1,total,absorption,0.00020715773733574966,7.76638078024965e-06
558,1,1,total,flux,0.012485825174133517,0.000290429538762567
558,1,1,total,"(n,Xt)",5.236735011339388e-05,2.064300831148985e-06
558,1,1,total,heating-local,429.62688112912554,16.786309441226635
558,1,1,total,absorption,0.0001995246256769103,8.91387583394118e-06
559,1,1,total,flux,0.011669282244843903,0.0002433185028568548
559,1,1,total,"(n,Xt)",5.0690496846399313e-05,2.4983720242454386e-06
559,1,1,total,heating-local,405.54819158281373,18.22837633387391
559,1,1,total,absorption,0.00018931726710202986,8.123180530953276e-06
560,1,1,total,flux,0.010807672017702587,0.0003514097074686417
560,1,1,total,"(n,Xt)",4.794714054919597e-05,2.5311175792702032e-06
560,1,1,total,heating-local,377.161945391239,17.34970507562356
560,1,1,total,absorption,0.0001703543289664075,8.810691481705584e-06
561,1,1,total,flux,0.01042467648212968,0.0003611386486461601
561,1,1,total,"(n,Xt)",4.9325891344319425e-05,2.3661781254252606e-06
561,1,1,total,heating-local,373.0582031670512,15.831803833037906
561,1,1,total,absorption,0.00015994350215445914,9.50129205416669e-06
562,1,1,total,flux,0.009986672500366665,0.0002858373459989082
562,1,1,total,"(n,Xt)",4.720905176972894e-05,2.234850327471189e-06
562,1,1,total,heating-local,360.89162506304405,12.48541782410198
562,1,1,total,absorption,0.0001459473513284386,6.122799470323067e-06
563,1,1,total,flux,0.009350723190191567,0.00025607501892643836
563,1,1,total,"(n,Xt)",4.267862229438951e-05,1.1861512013031667e-06
563,1,1,total,heating-local,330.7288553191821,8.30218341930219
563,1,1,total,absorption,0.0001296888884855213,2.9700638765056414e-06
564,1,1,total,flux,0.008564358106827605,0.0002157985426853889
564,1,1,total,"(n,Xt)",3.676121702084521e-05,8.123895890677476e-07
564,1,1,total,heating-local,292.65272709982276,8.653200482993103
564,1,1,total,absorption,0.00012171793334156281,6.144206733840264e-06
565,1,1,total,flux,0.008350140654648347,0.00023175428416833096
565,1,1,total,"(n,Xt)",3.9897161304737756e-05,1.77222608664343e-06
565,1,1,total,heating-local,301.7358123707527,10.742101983357486
565,1,1,total,absorption,0.00012579003620686192,5.647554501704672e-06
566,1,1,total,flux,0.007808568216506611,0.00028481888005163296
566,1,1,total,"(n,Xt)",3.6190995762163864e-05,1.5471238061212125e-06
566,1,1,total,heating-local,280.3623318863348,10.780276939922347
566,1,1,total,absorption,0.00011542442733386611,6.690141422602247e-06
567,1,1,total,flux,0.007230981610021159,0.00021525182858206162
567,1,1,total,"(n,Xt)",3.403584437130932e-05,1.2530368323206006e-06
567,1,1,total,heating-local,259.52717040603267,10.97764456033733
567,1,1,total,absorption,0.00010472486360741125,5.336106827823061e-06
568,1,1,total,flux,0.006575577694417911,0.00019831699109740543
568,1,1,total,"(n,Xt)",3.128321183615315e-05,1.6613678950197213e-06
568,1,1,total,heating-local,230.08677899116157,5.933411037782016
568,1,1,total,absorption,0.00010411763819725606,8.218494826909845e-06
569,1,1,total,flux,0.006215719562116172,0.0001942251172522456
569,1,1,total,"(n,Xt)",2.977757706967361e-05,2.087653912187501e-06
569,1,1,total,heating-local,212.1223970785918,9.689120821507867
569,1,1,total,absorption,9.578984865975284e-05,7.509214326027555e-06
570,1,1,total,flux,0.005692164768122591,0.0001584566320801236
570,1,1,total,"(n,Xt)",2.7470326689866815e-05,1.4074028904885707e-06
570,1,1,total,heating-local,197.7297626719198,6.845417669680797
570,1,1,total,absorption,9.012205724227004e-05,3.7202122002422364e-06
571,1,1,total,flux,0.005265727556795533,0.00014444245039789844
571,1,1,total,"(n,Xt)",2.7188998446973016e-05,1.065132463466126e-06
571,1,1,total,heating-local,195.79074339220486,8.773978821663531
571,1,1,total,absorption,7.828108777998614e-05,5.733395006475228e-06
572,1,1,total,flux,0.004914396177782078,0.00019157545435356907
572,1,1,total,"(n,Xt)",2.2955090513976942e-05,7.223987183577893e-07
572,1,1,total,heating-local,167.83294113648648,5.977316801320397
572,1,1,total,absorption,6.967354889116759e-05,4.407885968927012e-06
573,1,1,total,flux,0.004760898403438907,0.00014664069995471376
573,1,1,total,"(n,Xt)",2.2516830332117786e-05,9.214518922484822e-07
573,1,1,total,heating-local,160.72819275628137,6.919540082369069
573,1,1,total,absorption,7.481764942184178e-05,7.035483288231942e-06
574,1,1,total,flux,0.004415867946126405,0.00010450114833201182
574,1,1,total,"(n,Xt)",1.9905520207433215e-05,8.807644108222922e-07
574,1,1,total,heating-local,141.95788808220874,7.035747938410932
574,1,1,total,absorption,7.08728305243965e-05,5.197299856571987e-06
575,1,1,total,flux,0.0040929563061268825,0.00010940479056311851
575,1,1,total,"(n,Xt)",1.827994195562185e-05,1.0607462502194033e-06
575,1,1,total,heating-local,133.6049665509152,9.402004908370381
575,1,1,total,absorption,7.252598657053294e-05,8.270713287307046e-06
576,1,1,total,flux,0.0038459173245627663,0.00011750035940687415
576,1,1,total,"(n,Xt)",1.7743298474054516e-05,1.2814503807311778e-06
576,1,1,total,heating-local,129.49533658721563,8.7508524516089
576,1,1,total,absorption,6.548222040680156e-05,5.087589301968306e-06
577,1,1,total,flux,0.0035222202624276082,8.862586883200546e-05
577,1,1,total,"(n,Xt)",1.5387238717573856e-05,1.3282520775314066e-06
577,1,1,total,heating-local,114.83948748878397,6.482046679307313
577,1,1,total,absorption,5.806731901609498e-05,5.705086975717187e-06
578,1,1,total,flux,0.0031800637103646624,0.00010950666876257671
578,1,1,total,"(n,Xt)",1.283826486515721e-05,9.754620102703825e-07
578,1,1,total,heating-local,98.66594119077047,5.336597840926269
578,1,1,total,absorption,5.575606898790479e-05,5.463928254520341e-06
579,1,1,total,flux,0.0029738953985449608,0.0001044964435125263
579,1,1,total,"(n,Xt)",1.2620771875406105e-05,8.780309490818913e-07
579,1,1,total,heating-local,95.28908176697406,5.93374717878282
579,1,1,total,absorption,4.64136353495072e-05,3.290132407830492e-06
580,1,1,total,flux,0.0027558767914487763,9.471191699620294e-05
580,1,1,total,"(n,Xt)",1.0907114903774157e-05,9.106199819185558e-07
580,1,1,total,heating-local,85.01727184488286,6.936767983033576
580,1,1,total,absorption,3.942736952713579e-05,2.711294555182767e-06
581,1,1,total,flux,0.002564334041525955,0.00012393236647631608
581,1,1,total,"(n,Xt)",1.0959563097700288e-05,1.0778620294997815e-06
581,1,1,total,heating-local,78.67930992013692,5.860606280693399
581,1,1,total,absorption,3.3802651823447925e-05,3.426972249108715e-06
582,1,1,total,flux,0.0024218095728770735,8.607715663210744e-05
582,1,1,total,"(n,Xt)",1.0803758254308759e-05,9.008768212453665e-07
582,1,1,total,heating-local,74.70403753940661,6.1627523376456725
582,1,1,total,absorption,3.419695245602255e-05,3.346672685163771e-06
583,1,1,total,flux,0.0021859129149222768,8.296394394605306e-05
583,1,1,total,"(n,Xt)",9.493517136475485e-06,1.0821697897307431e-06
583,1,1,total,heating-local,66.39042206226917,6.945043164677281
583,1,1,total,absorption,3.290507520044044e-05,2.9936579912392644e-06
584,1,1,total,flux,0.0020089993613672218,0.00013052075405172155
584,1,1,total,"(n,Xt)",8.981864689134435e-06,1.0617421570872102e-06
584,1,1,total,heating-local,61.89650172345635,7.412412161767086
584,1,1,total,absorption,3.4173499062538677e-05,2.9634782724214942e-06
585,1,1,total,flux,0.0019356122846223207,0.00012730142812551358
585,1,1,total,"(n,Xt)",8.881642956245064e-06,1.0509656724134397e-06
585,1,1,total,heating-local,60.26482977848961,7.370338443452055
585,1,1,total,absorption,3.360070961108351e-05,3.9036426144975726e-06
586,1,1,total,flux,0.0017850787870284251,0.0001290391241831672
586,1,1,total,"(n,Xt)",7.787302376510658e-06,7.829884109528762e-07
586,1,1,total,heating-local,51.75017593863737,5.563549572398169
586,1,1,total,absorption,2.635251972377617e-05,2.6057706896917947e-06
587,1,1,total,flux,0.0016155635974777018,9.992841528779915e-05
587,1,1,total,"(n,Xt)",7.994577659184296e-06,1.001230218493784e-06
587,1,1,total,heating-local,50.54612912187386,6.673579624496346
587,1,1,total,absorption,2.438137568267713e-05,2.398811572642009e-06
588,1,1,total,flux,0.0015114149644820277,0.0001197101951923173
588,1,1,total,"(n,Xt)",7.164214554254652e-06,8.065511911733067e-07
588,1,1,total,heating-local,46.65878980352353,5.897282272409589
588,1,1,total,absorption,2.5543718197677676e-05,2.079527455406611e-06
589,1,1,total,flux,0.0012401905611632174,8.153026157047248e-05
589,1,1,total,"(n,Xt)",6.889664673752741e-06,6.131413021382673e-07
589,1,1,total,heating-local,42.21662009162361,3.6487380673003704
589,1,1,total,absorption,2.0284512177413946e-05,1.9193293782818816e-06
590,1,1,total,flux,0.0010942363707371213,0.00011305233052651364
590,1,1,total,"(n,Xt)",5.9330332123010384e-06,8.405597254735614e-07
590,1,1,total,heating-local,38.451133384445924,5.781291410872197
590,1,1,total,absorption,1.9479593046106094e-05,3.951355134371075e-06
591,1,1,total,flux,0.001053813935025181,0.00010043583458214171
591,1,1,total,"(n,Xt)",6.002808821387878e-06,8.733435322617365e-07
591,1,1,total,heating-local,39.079799950766144,5.826499799921427
591,1,1,total,absorption,1.6182501579998193e-05,1.4059033705990388e-06
592,1,1,total,flux,0.0009859342790022939,9.649956625952484e-05
592,1,1,total,"(n,Xt)",6.375150875401776e-06,1.075809578979715e-06
592,1,1,total,heating-local,40.54338986674918,6.121096128250849
592,1,1,total,absorption,1.5230171992496188e-05,1.4021551830323237e-06
593,1,1,total,flux,0.0009154901004631606,7.677723920168628e-05
593,1,1,total,"(n,Xt)",5.564702394762898e-06,1.1275194224362308e-06
593,1,1,total,heating-local,34.53813726991371,5.667276473808792
593,1,1,total,absorption,1.3004419532344123e-05,1.532356960347401e-06
594,1,1,total,flux,0.0008420406353172002,8.266463570473119e-05
594,1,1,total,"(n,Xt)",4.7939171359922576e-06,9.969027153797528e-07
594,1,1,total,heating-local,29.29483805369886,5.530283163633193
594,1,1,total,absorption,1.2380959962238502e-05,1.930052267160058e-06
595,1,1,total,flux,0.0008034429617920595,6.505466601413632e-05
595,1,1,total,"(n,Xt)",4.52402142785037e-06,7.866286323287649e-07
595,1,1,total,heating-local,26.318072316334547,4.183903358453472
595,1,1,total,absorption,1.1108374085704768e-05,1.6017959689406312e-06
596,1,1,total,flux,0.0006644353534682984,6.215840676518185e-05
596,1,1,total,"(n,Xt)",3.9308317026346925e-06,6.718303897797147e-07
596,1,1,total,heating-local,22.47222859366941,3.4344137198437448
596,1,1,total,absorption,8.157196300487872e-06,1.367607819958176e-06
597,1,1,total,flux,0.0006546402619328145,7.33065808332791e-05
597,1,1,total,"(n,Xt)",4.23136790763288e-06,1.098031738777689e-06
597,1,1,total,heating-local,23.643185838906795,5.315462040192169
597,1,1,total,absorption,9.95551166127686e-06,2.4152110418827014e-06
598,1,1,total,flux,0.0006127719230182696,6.001785555169147e-05
598,1,1,total,"(n,Xt)",3.380556125725496e-06,5.401913881087808e-07
598,1,1,total,heating-local,21.458691480470414,2.8188239848457175
598,1,1,total,absorption,9.009166510731884e-06,2.2688800727356453e-06
599,1,1,total,flux,0.0006309353491712045,7.023020333905101e-05
599,1,1,total,"(n,Xt)",4.018782547664166e-06,8.180481786339112e-07
599,1,1,total,heating-local,24.047146977602743,4.135966844302263
599,1,1,total,absorption,1.2598050160457443e-05,3.0318896798939858e-06
600,1,1,total,flux,0.0005446952240245755,6.484140888631512e-05
600,1,1,total,"(n,Xt)",4.821167620852552e-06,1.3592611572225347e-06
600,1,1,total,heating-local,26.273497627332553,6.289680330764226
600,1,1,total,absorption,1.149188104288573e-05,1.7481585116985244e-06
601,1,1,total,flux,0.000491160836797442,5.488659079831174e-05
601,1,1,total,"(n,Xt)",3.1198802038894666e-06,5.853432533465404e-07
601,1,1,total,heating-local,18.258265489555995,3.2366903699066176
601,1,1,total,absorption,7.135995017040696e-06,5.819244317037451e-07
602,1,1,total,flux,0.00044122204776381397,4.075263027001472e-05
602,1,1,total,"(n,Xt)",2.5738879262441887e-06,4.793052141935242e-07
602,1,1,total,heating-local,14.802610037566689,2.7692576653549787
602,1,1,total,absorption,6.476694069755461e-06,8.951489237091099e-07
